Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,TimeSignature,Valence
0.00592,0.493,232573,0.331,FALSE,0.167,0.127,-15.706,1,0.0293,89.977,4,0.16
0.539,0.482,280920,0.122,FALSE,0.733,0.0951,-21.703,1,0.0373,93.424,4,0.0894
0.0564,0.664,330374,0.592,FALSE,0.0461,0.327,-8.513,1,0.0333,125.302,4,0.597
0.499,0.611,241400,0.501,FALSE,2.69e-6,0.132,-11.327,1,0.0438,149.935,4,0.324
0.0191,0.27,290600,0.629,FALSE,0.0672,0.111,-5.474,0,0.0408,123.078,4,0.273
0.0473,0.433,233227,0.842,FALSE,0.298,0.0853,-7.222,1,0.0434,107.752,4,0.812
0.00104,0.569,214333,0.489,FALSE,9.81e-5,0.366,-10.272,0,0.0378,115.754,4,0.448
0.00308,0.424,284495,0.917,FALSE,0.0241,0.519,-7.679,0,0.0335,139.431,4,0.472
0.0119,0.72,240507,0.403,FALSE,0.0648,0.155,-14.408,0,0.037,98.802,4,0.504
0.103,0.223,181680,0.902,FALSE,0.602,0.127,-7.41,1,0.108,157.045,4,0.481
0.574,0.365,353563,0.652,FALSE,3.36e-6,0.746,-9.025,1,0.0388,102.776,4,0.352
0.0311,0.739,298968,0.594,FALSE,0.271,0.116,-12.507,1,0.0317,110.364,4,0.923
0.00163,0.413,261920,0.878,FALSE,0.00268,0.124,-2.996,1,0.0478,126.079,4,0.368
0.501,0.355,260440,0.729,FALSE,0.0111,0.921,-9.925,0,0.0342,77.788,4,0.691
0.00473,0.478,362853,0.6,FALSE,0.0307,0.123,-7.047,0,0.029,104.021,4,0.0925
0.816,0.655,173080,0.385,FALSE,0.889,0.0825,-18.635,1,0.0281,112.748,4,0.429
0.02,0.453,293809,0.934,FALSE,0.00324,0.804,-8.529,0,0.0637,109.965,4,0.453
0.856,0.635,91251,0.65,FALSE,0.00106,0.0702,-13.74,1,0.074,103.132,4,0.51
0.0224,0.471,382867,0.673,FALSE,0.0281,0.105,-15.685,1,0.401,91.508,4,0.495
0.0284,0.663,203787,0.73,FALSE,0,0.29,-8.226,1,0.035,132.018,4,0.893
0.136,0.334,292846,0.679,FALSE,0.00351,0.254,-9.074,1,0.0341,69.124,4,0.37
0.0382,0.339,232867,0.75,FALSE,0.00167,0.107,-9.096,1,0.147,170.575,4,0.452
0.425,0.55,301525,0.358,FALSE,0.00123,0.11,-12.504,0,0.0334,172.002,4,0.462
0.264,0.54,235387,0.586,FALSE,6.6e-4,0.112,-7.966,0,0.0481,119.996,4,0.374
0.0098,0.419,275027,0.632,FALSE,5.71e-4,0.0664,-9.717,0,0.0505,141.942,4,0.589
0.292,0.395,314867,0.538,FALSE,9.87e-6,0.163,-10.725,1,0.0471,105.418,4,0.235
0.0842,0.615,256893,0.709,FALSE,0,0.167,-7.12,0,0.0332,145.961,4,0.461
0.117,0.599,304101,0.421,FALSE,0.624,0.139,-16.271,0,0.0398,110.158,4,0.0502
0.0318,0.582,261733,0.811,FALSE,3.23e-5,0.307,-7.761,0,0.0572,130.006,4,0.4
0.723,0.288,161200,0.295,FALSE,8.48e-4,0.13,-14.812,1,0.0367,131.287,5,0.0698
0.875,0.508,95093,0.292,FALSE,0.337,0.117,-15.106,0,0.0319,84.86,4,0.147
0.888,0.481,225693,0.0797,FALSE,0.428,0.11,-21.875,1,0.0306,92.652,4,0.119
0.407,0.526,273467,0.665,FALSE,2.71e-4,0.169,-4.997,1,0.0243,158.493,4,0.285
0.00265,0.652,225400,0.783,FALSE,1.59e-6,0.268,-6.706,1,0.0379,117.032,4,0.793
2.66e-4,0.368,293733,0.631,FALSE,0.0559,0.0682,-12.191,1,0.0352,136.21,4,0.236
0.751,0.536,35973,0.229,FALSE,0,0.629,-24.76,1,0.0537,148.165,4,0.964
0.41,0.545,278893,0.947,FALSE,7.05e-4,0.0385,-7.456,1,0.051,101.17,4,0.727
